State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Housholds_with_Electric_Lighting,Rural_Households,Urban_Households,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Ownership_Owned_Households,Ownership_Rented_Households,Households_with_Computer,Households_with_Car_Jeep_Van,Households_with_Television,sex_ratio,litracy_rate
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,8482,193120,175203,131739,1043887,8185,732,3916,200,3491,185204,15541,27225,16545,150160,87.0,70.44658708410448
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,6287,215527,245476,93316,940255,9524,2186,338962,370,2256,219428,12951,22706,24468,150315,90.0,60.446544867196984
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,1574,79146,152458,11987,371973,6984,236,2387,113,10,75560,4092,6281,6573,61392,98.0,75.3018672307805
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,8566,519704,549632,188174,2540763,57973,20745,6373,2979,2357,561313,37623,30892,13137,193337,97.0,59.939278330428145
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,1615,96082,186395,13836,479782,32455,1559,2745,1740,57,94367,6546,5117,5074,62233,99.0,62.3876859058334
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,2521,104120,196116,15232,449412,3711,243,591,95,293,99538,4452,7525,6665,86324,110.0,78.74146817718045
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,1196,55929,256081,55300,1010014,91269,814,196,74,41,202503,4809,11037,3791,48564,86.0,59.16036168199332
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,8053,330081,588321,39007,1461140,19797,3023,8929,14511,194,314828,16832,22753,22727,272579,101.0,76.32998361008559
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,354,17865,44514,0,64732,448,485,249,18086,29,13926,4511,2563,2775,12925,82.0,72.15677417054005
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,2623,91322,167995,20709,415669,2974,1568,1396,15377,94,80610,12616,7010,8479,66910,94.0,70.26030878984615
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,5333,214491,431129,31696,981412,9460,876,4081,2628,43,205510,11024,16401,15958,157314,101.0,72.39084315802424
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,9177,172754,279269,95896,791449,11810,2025,4047,3262,185,126522,44241,24127,23107,131450,92.0,75.26222036584316
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,2220,91509,171102,21054,476830,33215,577,15501,2645,236,83947,10156,8593,7459,58902,92.0,68.44230968849968
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,5250,119866,192787,51509,548579,14678,1452,13926,574,591,86649,31305,14478,15117,94692,88.0,73.85201268265784
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,2412,105929,185091,20126,480138,14275,390,26009,56,70,101443,5195,8238,8059,88894,98.0,76.69526241766171
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,596,61831,122267,11350,187621,220614,472,422,21,22,76189,1997,3077,1804,19244,92.0,53.443220405136415
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,19905,294739,254566,248043,1289240,107489,12104,114272,470,1987,274859,18255,46657,44063,240478,88.0,74.32458930245144
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,235,15824,40370,7774,10341,108239,604,1171,20126,28,16646,1419,1005,1847,8008,81.0,61.246289115211425
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,1443,109422,181374,33473,540063,64234,1828,9551,24,16,114949,2179,6112,4687,66944,89.0,63.1378815284661
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,1537,73629,147520,21703,13840,535159,1109,9440,35,6,80452,459,5293,6164,45967,91.0,52.451288273499394
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,346,62900,132139,15269,32604,431279,958,11188,83,10,87711,762,3342,1731,16022,89.0,54.88774943114495
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,16413,165403,4518,257721,42540,1177342,2746,12187,285,74,160923,5135,33831,34586,152945,90.0,60.52445406761969
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,1214,73999,148664,34696,489044,59771,1962,3418,106,57,90329,2544,5744,3800,37323,87.0,58.083371622656465
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,9754,274726,250312,258452,1636460,241451,13730,4174,1890,2045,292464,67373,37997,21098,179570,92.0,61.75151406418953
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,590,27037,200974,14528,903179,116710,6565,888,35,129,176487,2533,9115,2110,17627,95.0,48.908605542695945
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,1944,130193,257373,64337,1165140,302626,6027,143,188,282,249689,7201,13550,3714,64890,93.0,53.18359088328788
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,11568,427173,258764,405455,2149480,431762,11243,9727,331,1268,359496,76629,46646,18631,290580,91.0,64.15393332133849
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,1193,62110,303697,23281,1044726,106865,86404,234,267,162,267228,3967,10396,2912,32443,98.0,50.88448830898366
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,565,29373,272872,19180,1104475,194680,17168,123,371,20,250350,2997,8881,2671,21864,94.0,49.4015651837337
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1944,125431,452564,46886,1856202,508586,14645,937,650,1503,381432,6860,19976,6290,63911,94.0,51.256934238515726
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,874,43230,276454,15576,937126,289182,37795,97,128,115,245973,2288,11925,1754,25764,94.0,46.02173802159185
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,831,31687,216629,16445,309563,51429,202449,221,531,23,179247,7713,7807,2181,18701,99.0,54.5954840603855
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,808,49419,165555,20113,550560,164406,4419,520,118,783,145904,3164,4959,1632,31194,95.0,53.89246083014555
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,340,38194,146377,14137,473049,69808,47653,120,128,16,127924,3721,6240,1268,10697,97.0,48.23832358063105
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,351,28769,96759,14725,112378,95012,16770,51,33,15,87210,2967,2954,1102,12504,99.0,56.239199636198265
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,328,31414,200588,16587,410127,322963,75865,356,283,222,175835,2847,4535,923,16500,99.0,39.19062395188034
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,2155,68238,355529,52375,1683169,238295,6164,734,188,284,346286,6419,19981,8015,51012,93.0,52.81609222066026
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,22538,350908,420740,310242,1612239,410759,193974,4826,932,2733,461581,79680,76565,34053,247137,95.0,65.58912352496506
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,591,34879,223450,37543,628044,398243,83208,198,245,125,217420,4553,9563,1285,24604,95.0,42.00216067382429
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,423,16865,144169,11114,201524,15103,306601,51,753,114,111052,4279,4649,1158,7606,100.0,57.28745884605506
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,3745,301389,324799,165858,1634229,219991,3433,443,412,25198,287059,54451,26297,9726,161280,99.0,58.9184189248113
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,3729,214253,231052,95410,890429,92252,5368,389,272,1045,163974,55447,17066,10389,156967,95.0,69.50580418458347
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,17560,808827,962777,356198,4038331,528412,18418,2037,1086,178310,811672,126662,73497,35104,468274,97.0,63.85457043920061
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,9626,440374,371604,251876,2103633,320834,14014,1029,284,8044,366781,102920,40190,14163,291101,98.0,57.96395246667305
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,3971,271439,287134,102269,1289709,335184,35438,1145,30453,680,278386,30830,36072,9724,116314,96.0,61.21487700346386
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,117,12516,50449,7942,245151,1617,2709,68,1649,15,47682,1846,1462,305,4215,98.0,34.05516592877013
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,4987,326594,396449,131041,1786830,369588,2433,558,374,8665,338321,55083,36571,11722,164015,96.0,57.330190035414915
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,4510,238505,311660,80766,1004553,101235,26000,182,109,4710,216586,41283,18727,15446,169969,101.0,71.91327295047897
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,5711,307257,349704,97644,1520553,128751,3175,322,84,3778,298987,46758,28897,7425,174344,97.0,65.52701608237881
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,7320,372671,354680,176011,1658465,265805,5420,307,164,6417,320621,73448,39416,15449,256051,97.0,67.25993409396159
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,15013,347962,199707,283397,1390020,386834,28747,1486,715,29037,275419,87134,49585,21127,233604,97.0,70.47362160622797
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,3373,198064,180066,111906,907750,143665,3432,231,79,5993,175742,32788,15625,5205,104708,98.0,65.77087462543562
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,9752,404767,400704,199303,2011014,513125,8344,826,9589,4865,378218,79335,52483,12872,222126,97.0,55.61912243417243
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,4851,400702,496103,132878,1630814,120011,15611,289,623,5820,363138,57085,23444,14979,272295,101.0,68.9732895524203
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,2456,295937,315076,98488,1281878,297927,2406,419,68,9834,280133,37221,17819,5681,155076,95.0,67.93920889696733
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,3308,113931,181182,31792,448986,87274,17130,139,126,250,93366,22511,10758,16963,83016,102.0,74.4567814628534
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,5051,309494,326567,151042,1305431,199873,26722,253,150,2494,261316,60630,27235,9208,209698,98.0,66.14282339050807
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,2135,223166,272968,64681,1218024,161770,4081,296,85,2898,212484,41112,15263,6211,113995,99.0,58.210904224703576
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,3367,391033,458867,103435,1712695,77801,8506,322,299,3607,370797,47339,20265,8188,236020,100.0,63.66534146947921
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,28397,640868,540596,380386,2631985,290549,39361,1255,16194,14419,529209,139947,80086,40420,441131,99.0,65.38143837298455
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,5200,314547,330446,125402,1634062,272022,10394,538,2265,4156,300223,48296,33903,11104,162411,100.0,50.79650064391967
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,8791,363835,352444,201662,1479424,234664,26521,400,120,9234,315329,77868,35207,20781,259899,100.0,72.058983781514
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,7971,562769,685443,204799,2413812,245923,9130,477,187,5067,532693,93096,41751,14929,321848,98.0,67.68960574547029
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,9070,224814,269817,115572,1009179,96740,65838,232,161,4534,220662,21037,24817,21349,173033,109.0,78.68691081155228
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,28842,507913,331419,392117,1460447,224545,435056,268,146,74,496464,24772,71593,42404,425707,110.0,87.07616215705599
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,88737,771287,369694,804997,1509557,514397,1248137,860,614,1176,689970,88824,184167,135307,696129,103.0,86.99995247362591
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,8250,244844,391610,20823,541854,82206,481507,100,189,44,222531,26014,24863,21976,207519,101.0,83.23098647939446
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,32653,511167,306288,566191,1509592,742483,262526,424,1118,193,507341,28563,83940,44108,423337,114.0,84.75748938863728
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,10378,237670,251641,166164,729987,486913,87454,151,362,130,240351,22502,32484,19438,179664,108.0,79.35687924275744
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,31542,630767,523715,401415,1697635,508500,421598,208,272,63,597009,51410,83133,58867,525754,111.0,85.00775032016317
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,37849,464039,481967,196194,983598,126499,858608,204,358,83,434540,37276,83999,73096,406922,104.0,88.61751355118201
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,36791,641660,323793,666543,1734958,1211131,131516,297,235,601,638772,35910,107602,54277,490719,110.0,84.74383345975252
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,27909,730119,634543,522586,1135259,2888849,81556,205,179,68,719609,47021,119918,59145,485406,110.0,80.51007556675063
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,27162,587583,665899,228442,1875980,812936,114397,220,238,78,575878,39417,69440,43458,447169,107.0,79.69909613535407
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,71621,783872,559293,609824,2194057,452915,630573,404,301,76,727418,83983,155321,96456,658734,109.0,84.36981947503307
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,56148,721625,336748,715119,1823442,532839,757484,259,278,62,683102,48702,132774,84016,616644,111.0,85.81789055491478
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,4712,149864,266183,11805,404460,234185,174453,61,312,1797,166448,12409,15944,13027,109972,103.0,78.97837097208289
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,1290,81338,147388,60325,686524,21473,2132,606,86,1653,146164,16275,7266,2895,41067,98.0,58.27194866243926
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,619,84720,169606,37135,778214,40707,635,8009,1352,15094,162759,5484,6016,2373,42898,90.0,55.51119373401762
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,1712,277927,400074,70793,1519384,38542,5295,1050,72162,4778,366925,16421,13306,4045,82475,102.0,67.43987476038639
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,1158,181139,250358,48912,1318869,58222,2967,2361,416,2289,224957,12865,8516,3102,48847,98.0,39.68060749804636
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,2109,230974,318945,87704,1505745,37590,3271,1078,9651,3759,284681,23266,13755,5740,94586,97.0,59.654162027521295
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,1166,107819,271211,88385,1595400,66776,973,4047,12215,19950,288622,7464,14368,4463,75539,84.0,64.29323460588783
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,40788,452912,118893,581826,1755861,525434,23432,10789,21688,25950,357177,107036,94729,60383,339750,92.0,70.03995257819179
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,986,112420,115979,62861,552526,180840,1199,1074,19883,1884,124087,12487,5058,2142,58527,95.0,53.92632022030832
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,1880,176056,375869,95048,1676918,70351,1980,968,250,10409,354948,12483,15567,6206,82967,88.0,53.50921341939144
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,3588,344875,413142,140802,1923920,100692,4893,2258,24471,7830,376356,34728,20034,8235,138316,96.0,61.89604394616346
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,1432,187731,303387,66514,1186420,47966,1681,1096,119,25005,283661,10655,10504,3031,66044,91.0,59.1444203891889
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,616,97696,160453,43401,747693,28483,683,490,7923,453,153252,4235,5251,2897,55966,87.0,62.46488737267304
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,3518,270457,274995,101014,1376591,174259,2355,2330,382,6497,278354,18785,16523,9017,124826,94.0,59.17759949862986
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,2388,349639,412348,103364,2051219,116202,2261,1607,328,12199,378227,33109,18626,8080,123750,96.0,49.28819883676084
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,554,62372,218021,9774,605435,6736,4238,260,61,687,162879,4301,6447,1291,13765,100.0,53.754591752729496
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,2482,144248,212765,72320,1172248,49203,1208,3271,529,13474,224082,13478,11740,5968,80642,91.0,52.67579473209834
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,15779,306859,172720,272172,1835299,141735,4119,24790,4361,18058,316586,45158,46454,21313,232840,86.0,66.79064740978998
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,986,95066,112714,31845,527462,38640,683,676,93,1573,99039,7072,5376,3556,45661,93.0,61.80046102740746
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,2871,198076,209650,105746,1175203,52269,4453,3127,1550,3888,217340,25354,14456,7335,112371,91.0,65.3034196640754
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,48691,593576,200371,587947,2728225,415142,18523,25696,11496,71667,457287,134832,111478,64865,464337,93.0,70.47127030665331
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,20443,452023,272284,352477,2159065,203652,23142,13256,4320,33728,434882,64448,58601,26487,285248,93.0,71.30580293258323
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,744,125411,211080,24713,960925,15733,38423,141,65,8871,197972,7149,5591,2215,22470,99.0,34.34775737331325
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,2179,172416,276151,72880,1240650,37232,3158,1167,157,5342,268593,16045,13094,3958,76207,95.0,61.20335097465872
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,912,143803,279674,37258,849518,16558,12450,436,297,1789,232935,8554,9042,2246,40591,101.0,57.347533664168814
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,2324,239885,302287,81832,1192588,125548,1120,849,242,19029,261639,18028,12507,5435,109904,96.0,62.26381311403741
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,1781,131486,319298,95288,1875495,76159,1092,557,3234,6681,346829,12915,20172,5829,89156,84.0,60.00523914403577
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,826067,1945,145258,174235,67962,741288,67324,1508,1110,224,14165,157683,14613,8342,4498,73279,95.0,61.59718279510016
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,653,76097,256744,32179,974748,35214,418,186,37,4734,226597,5039,8501,2219,30800,91.0,54.35790737024357
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,1141,194373,251272,74441,1195235,120331,1725,2262,253,10637,248660,17923,9931,6017,87258,90.0,61.59671432122481
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,1611,231130,331894,69823,1433879,106928,1243,460,121,1599,324899,11977,12718,4185,76942,96.0,52.0272814193687
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,3644,213825,266716,107151,1267043,151071,3996,1353,175,29353,265828,21958,14905,5757,107463,97.0,56.75882037209232
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,3406,251132,523910,94489,2268838,85414,1964,832,986,655,524701,11182,31194,11833,109351,93.0,60.959508791572134
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,4546,366494,448408,165507,2198297,103480,5580,4146,991,62992,466797,29071,24811,11291,160622,89.0,64.98828232409402
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,3754,294702,461831,114173,2158623,59471,2228,1163,364,3135,455270,16995,22751,9401,117176,93.0,61.54423525136444
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,1566,212138,270427,59220,1163607,137980,1404,640,357,6232,235670,11139,11166,6041,100011,92.0,59.509109821158944
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,1182,228695,335045,47542,1145052,79739,1857,360,7288,4982,284384,14621,10417,4048,66919,98.0,62.66221265420037
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,1733,113184,233594,57846,997073,42426,2372,912,268,1737,232450,9838,10817,3819,45685,97.0,56.67526215617651
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,1382,232735,312611,73997,1321003,174724,815,631,179,13755,281671,12132,10797,4200,88946,94.0,59.14082347831433
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,273,74770,150146,26376,638702,41396,230,6387,201,379,138428,5214,5393,1634,29266,90.0,47.687686901859536
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,1852,148128,367859,66759,1648749,51200,1117,7151,3421,12171,341253,11678,15304,5417,71501,88.0,52.19118797253846
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,837,102228,250953,25916,1077545,34419,511,128,92,93,231540,5173,10790,3320,26502,96.0,53.306779836970165
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,1090,132725,322772,60220,1383475,44143,588,251,109,15569,292003,5586,10899,4139,62828,90.0,51.75460812114318
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,7501,323379,300765,188684,1718204,233133,4659,3241,945,24622,338261,36739,27733,12167,181659,96.0,62.45973554304673
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,839,67975,138100,29966,620515,15966,667,190,70,220,134416,4877,6360,1873,22502,95.0,55.318739744214106
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,1926,181510,292579,83830,1287391,149548,1313,914,295,18490,275519,15915,12888,5682,96565,90.0,59.1495501670808
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,6163,314490,308158,196077,1107809,357253,4483,1504,328033,10205,339748,37265,24232,9037,176674,95.0,77.80342531531403
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,9438,512492,508921,272894,2055177,421410,7223,2242,383891,11360,569476,42996,36185,15285,302188,95.0,77.96149831483721
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,2362,44456,428291,49006,2291133,237353,2218,295,334,775,377134,6754,31168,7145,45871,93.0,57.71495543632014
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,23258,589477,551789,427343,2545438,786677,15991,5142,309093,30981,580691,138210,69937,33322,403594,92.0,67.64783121091557
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,2932,227025,283843,72575,1009352,26502,2145,831,154458,1017,243836,26370,13165,5184,117299,98.0,74.9674673882436
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,5614,402052,563114,135457,2174672,320395,2097,824,68482,8719,492304,39323,29198,12836,205352,92.0,66.4787011774245
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,4767,423036,575405,152787,1845424,354236,3531,1668,364229,12242,496630,31267,24877,10034,225282,93.0,72.68702503771858
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,8239,418666,451324,233331,1780085,92297,10701,5251,286734,3861,440367,67694,31419,12746,229635,96.0,71.61502458595831
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,6065,315332,382777,146013,1825460,187901,3653,1422,13405,12818,344482,54960,27139,10912,174524,95.0,63.09132452597981
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,2866,239981,319702,66813,1153861,26157,1827,2160,125282,1568,266154,17945,13595,5074,104997,100.0,75.93479656440381
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,1221,159114,242456,41913,863199,127552,992,643,176679,5278,209663,13034,9676,3833,73640,94.0,67.16323592489883
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,14297,720791,796223,373565,3457615,560261,7091,3091,143865,27404,724904,125375,56775,19560,431221,92.0,68.36734621506758
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,3791,288895,404746,98084,1504641,274221,12542,1629,152540,9619,348751,29927,17236,8400,158182,94.0,61.02577479038267
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,22269,770005,796496,382818,3379906,286558,15573,1570,29766,154882,699588,106291,71879,49081,507573,96.0,72.90619894060914
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,6217,381722,428616,157016,2006984,367664,2387,935,66535,6387,421140,44074,29758,13150,190739,93.0,67.25917571375717
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,57964,917626,430844,877522,3492202,390974,34667,20469,668050,24528,770480,187414,135750,71592,728714,95.0,78.94601349071789
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,7548,488748,591119,230563,2501741,471951,3902,13540,354189,5049,579750,61234,43055,12341,216364,94.0,65.13641183211693
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,2579,186202,333440,71572,1521618,96182,8467,685,4969,6191,292483,21845,17047,6135,83144,98.0,54.99676938897466
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,45039,904710,904661,764271,5237009,693052,23946,8912,94783,38212,934281,196514,138887,79590,630639,93.0,71.15167752354725
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,3209,240042,367158,77832,1437623,178925,942,340,28216,4530,316237,22964,18183,7974,117741,92.0,68.64300641418554
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,3982,272486,293480,133759,1328385,306364,2081,1371,187899,6238,325984,25840,21196,6973,135933,95.0,63.058810970727954
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,235018,1925019,1165718,2056739,8090254,673704,134192,27090,340404,127786,1382496,612584,490260,273326,1555272,91.0,76.05698045943076
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,3342,297308,354278,66638,1422986,17332,47653,2117,781,409,331942,19805,13857,5979,98784,99.0,63.6980717330306
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,38570,547206,581868,377160,2239370,227465,17452,7477,121791,12260,463109,119513,96301,43536,374021,96.0,73.64642016551515
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,7752,367352,538538,100824,1307211,187197,1990,230,113467,3347,346267,37274,31062,15191,163470,112.0,74.26258568519364
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,13212,485126,626872,226801,2440312,239607,9098,1260,38210,87453,498771,67342,49056,29515,310230,97.0,72.62094798172878
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,14093,562653,774522,200949,2691952,146970,4408,1182,141315,12810,550485,67211,57423,36046,374085,99.0,74.09740054152472
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,3517,194228,295847,44989,780384,26264,15471,219,24762,1046,181960,17110,15721,9264,98475,104.0,78.39301077736623
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,15145,595560,779929,376302,3795424,441254,9882,1279,35497,28134,723697,97376,59296,28219,376000,94.0,67.41177593175715
