State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Housholds_with_Electric_Lighting,Rural_Households,Urban_Households,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Ownership_Owned_Households,Ownership_Rented_Households,Households_with_Computer,Households_with_Car_Jeep_Van,Households_with_Television,sex_ratio,litracy_rate
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,256170,2231800,713994,2904157,8716055,1355630,280700,39149,449617,172052,1758319,632143,551643,172210,1741244,89.0,74.38563209099914
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,4313,266155,268486,120218,1057096,53854,2696,2147,175417,5663,263170,28598,16260,6970,170620,95.0,78.37318396585418
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,1875,196022,274925,55921,859949,142672,1707,518,179330,8476,240347,10854,10757,3623,97022,93.0,72.66505730228207
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,6094,446516,629243,168889,2251401,239236,4567,1596,249874,11422,575266,39344,29917,12132,245261,95.0,72.9552711275785
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,676,34364,34977,21172,175102,18691,4264,56,76,16,43516,784,3447,2009,23140,100.0,65.85242566312411
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,184,18764,30377,3783,10810,3086,129049,136,400,59,27448,1411,1782,908,8319,93.0,62.630564148090606
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,837,29894,52972,4853,12034,2886,254979,152,495,87,42769,6655,4496,1807,17498,97.0,71.4718230996232
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,256,22798,38008,1826,43833,1649,426819,140,2409,53,33051,1017,2170,827,9623,94.0,55.19735029677678
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,125,11541,23982,4119,2995,589,134760,59,425,57,23804,352,1362,495,5233,94.0,60.43753688206981
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,880,49507,65961,38302,267146,107323,4322,106,114,24,83390,873,5110,3141,34893,100.0,63.79071838699285
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,276,14026,36084,5806,7553,1115,174112,108,635,70,32455,2313,2437,1107,7360,94.0,70.56000608702269
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,288,24550,62698,11518,17272,3359,289708,56,1004,38,54960,2057,2368,1167,15115,97.0,60.439359958731366
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,5032,135941,106248,108843,144935,14185,543394,2495,3111,303,93999,59647,19306,15048,79933,101.0,69.98602773627533
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,510,41677,76546,7171,12456,1646,271596,34,284,45,57268,6500,4333,4790,17352,101.0,47.46029094663954
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,179,10940,35930,3713,7036,1050,132984,27,332,10,22964,873,1625,695,6721,95.0,57.654530892126964
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,1630,51301,139351,18594,122936,106788,389956,209,3392,144,113504,6163,8872,3589,35051,98.0,55.76045677617129
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,149,32873,74832,12299,6498,1533,366881,58,1313,38,59459,3555,2462,1683,12548,98.0,60.15683472373984
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,4019,79804,20570,80341,13249,5264,379134,105,1570,76,40704,38953,21093,9581,59257,101.0,85.08302336445097
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,186,23948,18395,12717,1075,699,123446,9,151,45,19196,6021,2263,1237,13445,98.0,80.16382361127678
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,367,14853,9669,12507,4000,4426,75210,16,108,2,11439,5233,1986,867,8392,96.0,78.48847596926926
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,162,9283,21993,5273,1668,522,63892,52,51549,122,19088,3249,1329,631,6657,95.0,53.31993146385736
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,482,26394,21479,17315,5231,1290,127124,74,27543,93,24286,7832,3725,1982,15871,95.0,75.03159303218773
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,90,12158,16726,4129,2989,1782,69104,13,12328,25,13786,2921,1073,565,6263,93.0,69.69454865453199
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,168,7400,7043,5784,933,514,54977,11,102,4,7767,2970,1194,507,4797,98.0,74.650899706579
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,131,12315,7472,8018,991,335,63444,6,60,9,9272,3113,987,702,7043,98.0,83.89054006190617
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,3303,71413,49116,62853,108900,31212,234239,566,1270,2148,36263,33254,12077,10008,50453,92.0,73.39728782955089
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,1928,50724,31845,44255,25496,4384,234955,998,1519,80,30993,19010,7982,8428,29077,93.0,73.69322506977925
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,537,40154,37536,17742,9840,2057,181847,78,442,66,31404,8870,2728,3805,20192,93.0,81.95065306080505
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,178,14398,43607,7415,8102,3444,236494,84,1256,314,36498,3623,2844,1007,5647,90.0,47.80068728522337
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,170,36182,38903,7295,3563,950,158224,31,350,17,30943,4878,1558,1780,9553,95.0,64.79885936677722
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,155,24998,40690,9451,2979,1052,191864,27,572,5,33861,4402,2251,1063,7687,93.0,59.77283362835459
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,198,25268,38499,8170,5605,2043,158236,34,318,8,28312,3203,1757,1592,10923,97.0,77.07447863751405
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,261,28846,31267,6044,2580,772,136995,39,286,6,25713,3712,2008,2258,9954,98.0,73.09121393607423
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,7370,296834,601154,82440,2197709,94254,6434,237,111,201,502635,15734,28289,8591,161266,96.0,69.8647592854905
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,2637,164636,373862,54244,1398543,104202,745,169,81,111,296688,8307,15609,3670,86821,98.0,72.635804604149
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,15046,349587,579529,210768,2457729,141263,11985,1026,6276,1180,494043,58873,40589,15494,236867,94.0,76.64286503560719
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,1810,117172,315390,36979,1185542,4805,727,124,366,39,263641,9666,10600,3533,66148,95.0,69.57598479557952
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,635,63112,152095,23050,353160,1556,219482,53,2180,66,119272,7161,5523,656,23672,104.0,45.436011747664054
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,9049,405298,795476,219918,3486059,13315,23975,590,174,170,672524,74534,41059,9066,257515,98.0,62.62483950976912
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,2498,81433,103224,73962,553587,12783,10462,1441,80,70,107762,21243,7555,3966,57831,95.0,70.03891252016807
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,1953,91171,456336,38412,1555367,4975,11160,796,175,1225,382053,10876,12622,3547,58571,100.0,50.86256372596583
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,768,28736,218446,24489,580300,2138,148895,82,290,47,156795,9613,6609,1278,19477,104.0,54.53288046814257
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,1628,173107,414749,23494,1386792,50247,1423,169,62,52,318778,5112,11836,2686,96234,101.0,75.62444414976524
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,35701,349860,331834,356895,2147632,84060,12527,1264,475,476,361364,102422,75588,33514,253754,93.0,77.7171463174271
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,3988,85766,381789,78339,1294151,8850,68550,518,219,491,294487,30413,17294,6922,60021,103.0,41.17647485190052
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,448,24604,167884,15839,600219,1871,10039,213,43,195,128850,5901,3908,820,16397,102.0,39.906913332202635
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,2950,140189,689110,64479,2113079,33706,15008,661,162,109,559038,17104,17999,6279,83167,101.0,54.34680113567363
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,1163,124984,261646,26688,955754,5278,383,107,33,24,219723,7144,8278,2270,50425,92.0,71.49666230087797
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,610382,757,43976,197258,11869,601092,4952,1778,724,76,905,152129,3851,4221,1346,21975,102.0,49.048464731921975
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,3416,201605,402014,72210,1644905,46094,4239,193,243,94,343935,17603,16006,4693,118112,96.0,76.05322799974098
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,1553,61543,237343,49205,874445,4607,84916,219,249,123,201492,17683,9166,2090,42998,105.0,42.125257384201646
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,5231,126498,220697,94798,964188,20120,50637,2506,310,86,212516,27844,14521,5946,91058,98.0,67.59117048426711
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,12787,223537,387911,230151,1532352,71391,385011,5713,710,721,356607,73640,35024,14641,164585,97.0,64.12048702683673
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,1868,47880,35618,33715,152638,28835,18391,46,63,54,33788,12831,4870,2550,38869,105.0,77.3721169501853
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,574,7150,0,12110,27940,12856,958,3,21,14,6569,494,1484,858,6488,118.0,87.21541993495313
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,207,12859,0,15519,53537,1191,873,3,1,4,6947,5816,597,226,7393,104.0,70.60367454068242
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,29961,461231,275477,385476,690939,12502,54344,1716935,876,3152,430041,41576,63864,56185,413460,89.0,67.6436248120977
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,11284,255650,218159,137563,380569,16299,2474,984286,246,1266,235988,21224,32253,36173,204051,87.0,60.84643776669487
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,4348,113549,99946,58917,141363,3125,1227,469789,155,1109,109071,6142,12276,15528,93053,89.0,61.745758759400694
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,5138,113683,117559,57337,152851,16808,1698,427521,48,178,101426,11510,14294,18239,98080,87.0,70.98621541147988
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,10042,349662,348522,153868,906408,6844,19358,1090815,454,1143,344538,17695,31070,37105,277615,89.0,60.49611793359927
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,14428,411216,420860,185488,1074332,27667,176587,1002874,405,580,409745,14231,38445,32484,365644,90.0,71.12659969899792
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,13747,319930,422673,128592,1000743,23089,14968,538208,3476,2034,303081,17651,34328,33720,285904,96.0,75.61326715512487
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,39082,446200,330339,377791,1394329,30233,26016,718363,11385,4011,378807,61615,79134,72374,401189,92.0,73.96719532820627
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,815168,9732,161206,165433,95770,336124,10190,5445,453692,6662,553,141816,18924,23145,23561,144945,91.0,70.72983728507498
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,58589,703624,395032,641789,1502403,77713,16517,1863408,2007,19620,570487,127020,123400,120172,604959,87.0,73.17564985556224
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,2673,140099,145603,50786,156539,10375,917,598443,123,1577,140422,4905,10085,12805,102314,88.0,55.025586196055606
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,7897,183396,214295,74144,158414,9388,3277,818921,178,436,178205,9104,21662,26253,152610,89.0,63.057145095235136
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,4571,166585,149507,74650,254920,4333,1681,638625,240,744,159581,9169,14077,23185,130482,90.0,58.19384940170485
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,24274,352929,299279,218090,783306,40043,5683,1059944,245,1914,325608,28546,55105,57008,308440,89.0,66.82493830729351
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,6600,129123,148162,60537,304481,14492,2094,361045,118,653,114943,14317,17542,17248,111937,92.0,73.43137211941685
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,10736,305557,292156,156788,389410,179116,2406,1077438,268,3222,294479,15033,30955,35264,244837,89.0,60.54227695177955
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,13499,393498,409335,274919,2201663,314159,10605,6799,417,45614,437083,40066,41732,24509,250461,95.0,59.10345591184382
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,9750,485723,782294,212967,3039279,547335,2696,64532,4384,13221,595153,27599,45770,30207,258862,89.0,59.40037216477477
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,2324,120603,390437,39407,1701234,48834,22250,427,138,22613,352341,10180,15062,5287,48693,98.0,46.13907765572453
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,1363,161310,249184,69804,1133349,79984,1432,3066,84,2795,223828,13069,9491,5741,88344,93.0,56.70040196114512
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,2766,126494,542825,55980,2244882,321192,1157,450,157,34010,436661,8087,37730,27009,52926,90.0,45.63884949060029
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,4179,288723,479437,129697,2143046,371286,1576,23456,899,5758,411145,8732,26106,10349,160190,88.0,58.108341423179944
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,6207,373644,530015,145865,2224839,142427,1978,1468,183,35149,450389,37857,24014,17508,175393,97.0,52.15337366510513
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,2363937,7607,220793,335754,196179,2073356,235741,1901,20072,285,30850,349733,17010,29531,17113,138480,91.0,54.09623860534354
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,1392,136969,239836,63452,1017688,66609,682,11059,144,13455,202701,13298,7705,5787,78692,92.0,52.66368171564471
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,4941,268172,366780,88873,1413163,97855,1274,1515,252,25843,293931,27803,16560,11261,119801,97.0,53.215358295917085
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,2577,231696,344897,148996,1777879,249736,958,402,188,7104,338115,6521,15259,9938,131174,94.0,56.34922852966859
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,1719,195277,361084,59610,1582335,45488,439,296,94,3737,284497,4381,14539,6664,82113,91.0,57.39389589753849
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,1330,96086,214670,58626,1127520,72258,688,1356,92,2739,195242,4973,9504,3614,51423,85.0,56.617400846735556
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,1477,141275,322816,31547,1340065,28662,830,240,226,16141,273174,6186,11742,4385,46510,99.0,49.086458411352254
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,6295,283142,397697,164897,1437144,50688,2077,474853,938,1988,330298,23354,24901,21515,181616,89.0,60.6013808877658
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,3360,243163,389059,108694,1433067,118673,1542,216997,241,1935,306363,11944,16217,16537,140280,91.0,58.271294399253506
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,76565,990085,754841,977838,5819980,687452,12708,18782,1020,81079,1001457,127486,182350,142866,764302,91.0,64.90868491610095
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,754,43141,159117,30830,497045,168129,874,1723,98,1521,107832,3328,7416,5218,19388,85.0,46.07318198170226
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,1585,161845,419216,48202,1732852,78990,730,231,144,14640,315704,9562,12794,12367,54245,95.0,45.36383173021715
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1411129,1750,220428,298624,63763,1299751,96164,842,819,46,12488,263801,15426,9403,5385,96225,95.0,52.42554011716859
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,4828,297559,500452,150357,1905682,228178,1004,275,56,548,371091,9196,24178,15861,189511,95.0,64.12405915645202
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,19335,408808,584215,307442,3224399,411558,6035,4123,514,36697,574887,41870,54808,40768,246002,92.0,55.09739867893083
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,1059,132079,305047,59308,1370977,81553,602,297,70,3424,256601,4524,13045,3820,49752,86.0,55.26145072717398
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,12843,339899,203454,311735,1661307,243993,5665,11058,280,25742,300393,69588,36297,24848,236764,91.0,66.5471903328218
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,4449,347344,675712,166489,2833443,454487,1912,366,163,12940,562803,15019,35328,26150,184518,95.0,53.16688751211929
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,4043,326793,512909,139808,1870543,143476,1345,1540,141,18974,396294,26351,19270,14175,154761,99.0,53.28363695435697
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,1989,193276,304622,61054,1105676,33677,759,260,100,14966,229656,13593,9222,7060,80267,99.0,53.53109164211908
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,1887,140947,282057,71264,1165505,155681,945,812,177,9991,243362,7424,14310,4398,61935,90.0,55.53872521528568
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,5647,339457,527560,178274,2342076,327583,1122,356,177,4050,434072,7418,28382,22494,218772,95.0,61.7075649536311
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,2146,134089,238535,69639,996562,30479,1284,572,114,6829,184197,13430,10297,6343,65197,94.0,46.008379440843115
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,1908,158264,298911,81755,1243527,153146,754,378,122,22458,258120,7695,12482,6295,83447,95.0,52.743635168849366
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,14211,357846,665449,182769,2869976,104307,7406,4278,209,78647,575790,35318,48517,27979,180282,96.0,51.57797824287418
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,80037,352758,1086,461132,1410852,178807,15792,53027,2643,46927,241976,101386,127465,87499,320151,88.0,79.15296259505097
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,1749,177502,223955,30322,708397,7942,37403,104,88,65,181005,14004,8371,2937,165150,101.0,63.66509735141622
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,217368,1096334,0,1314125,3751322,439270,358662,2851,2804,51708,522493,565934,355838,146388,1055696,99.0,81.267350903818
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,63273,896325,284795,884957,3044145,211035,190314,1112,435,3284,561733,346382,149920,87211,841918,100.0,76.22535276435094
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,15396,598412,497429,260780,2391675,123749,83334,401,236,1280,526657,98143,50938,19828,555029,99.0,69.66005017817164
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,3651,337972,396819,91107,1452956,38304,14089,164,39,37,344702,32008,18927,5843,310765,95.0,60.902761601573616
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,9155,500057,443818,269724,1879494,105012,169945,313,256,71,445908,106467,38677,15538,458486,100.0,68.61057286059891
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,18604,595211,411286,432398,2115455,76098,55899,435,148,639,466373,177609,58861,33405,557479,99.0,66.28915187516876
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,100322,961161,438799,774705,3537399,173785,256762,1620,990,4962,700252,281627,200738,68427,904619,99.0,75.36748559120335
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,15673,465692,104253,493788,909872,78590,876299,160,438,156,420282,57337,52943,21577,438938,102.0,82.8036531731087
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,4915,264949,212241,152420,993666,53292,16483,115,29,7,221047,61893,17995,10648,250010,102.0,68.29955669036809
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,34097,754141,417718,592723,2760502,168881,97711,520,199,1532,491822,279755,95311,30852,708942,99.0,74.82690705050142
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,5585,381940,399016,118724,1435072,128617,47579,184,450,963,365468,40644,19692,9042,362211,103.0,75.0414797859507
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,8960,441044,370357,257127,1673652,32483,16909,183,108,84,343287,126986,31581,18550,418420,99.0,68.11828557958671
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,1507,135751,155413,33179,521658,32702,10301,83,39,38,132395,14725,7745,2259,125953,100.0,66.49110174214425
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,4494,354493,399712,104229,1428784,114194,72850,119,81,32,344074,42109,18272,7882,324444,101.0,68.62226533897284
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,5172,291400,290478,126761,1047411,208038,91139,154,86,29,270430,51959,22379,5524,284169,98.0,72.32994321897085
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,20660,835377,572813,597539,3326357,95487,53841,412,174,992,706525,199211,63867,30660,749932,95.0,65.63828956225862
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,5773,314270,309224,143193,1186078,74310,75481,150,80,109,277432,59229,24456,8222,304124,100.0,71.67077016595462
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,13495,555582,479070,274302,2075870,190814,133971,231,795,1256,475525,108700,42912,17231,522490,103.0,74.44222304427883
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,4667,312310,189328,221295,1148990,56751,37574,152,79,28,243448,78115,18830,6607,291879,99.0,69.83551636208072
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,75634,909400,387237,732196,3325823,143093,233633,1422,951,3693,636443,291863,174279,54505,857364,99.0,74.88313094269903
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,4416,303114,321331,86848,1132785,96092,33192,258,151,279,287483,34994,15535,6790,287260,102.0,74.86262899665184
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,6445,549077,563102,147061,2294369,91636,66987,232,157,7898,536269,47934,27529,7851,505170,99.0,65.9998174349612
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,20623,865913,653499,486801,3397857,414760,111390,676,438,3514,764911,144061,69912,20393,797713,101.0,70.46988680575896
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,10219,505950,363782,370942,1822626,47838,67405,245,87,98,379629,149739,37357,9845,457317,101.0,72.01753807880192
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,273,46875,89457,14071,307120,8256,22940,175,39120,85,77969,2897,5067,907,24750,94.0,73.0288448827433
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,997,81601,150437,42184,507967,105737,44062,151,34717,307,134974,8213,10310,2726,43755,97.0,74.99160598720074
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,948,133744,219171,44906,736015,49258,39258,245,49420,106,196002,6427,10393,3454,78159,96.0,73.83667370242728
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,6394,314567,289621,217016,1512801,152791,53622,499,2128,362,365266,29156,36186,11356,231324,96.0,78.88527755355823
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,27183,536402,496971,406852,3922718,411313,10076,12057,4049,21508,626023,37112,82012,44989,433913,87.0,60.66153299189803
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,13634,268120,582117,275942,2904140,729283,7635,5875,2582,2805,564776,33059,58336,21667,262098,88.0,56.957817723943215
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,24122,391542,983266,265304,5102041,796756,13782,4377,4391,2247,853641,34772,85491,41965,355913,90.0,61.56342437035123
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,2509,99581,501559,65031,1985654,401678,2536,869,1817,235,357876,4387,27308,9813,61470,98.0,62.010360784156724
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,2404,65479,255836,58438,1273546,101963,1004,371,332,228,240103,6104,14279,5088,60174,86.0,67.47413096346983
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,6652,183381,891024,80434,3878626,718692,3810,719,5652,183,647550,7850,47324,20757,159910,102.0,60.077357332051996
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,2989,119121,246055,69991,917474,364583,1840,483,161,16139,196311,6261,19999,13301,111663,86.0,61.23872643218055
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,2681,85814,698520,61742,2291892,1169330,6400,8212,2793,1177,582513,7619,35463,13451,71676,89.0,40.09391779354543
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,4672,119972,564927,64454,3004240,213440,4463,892,1595,233,472507,5795,42969,10846,115533,94.0,60.608857284489595
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1551,57400,410070,35768,1333242,805975,3228,900,1866,198,314737,4279,15510,6167,34497,93.0,40.413791819571685
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,1655,73522,378056,67569,1637549,157612,1367,231,168,916,312553,6773,18612,5202,52233,86.0,55.73699156945888
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,3159,108116,635840,79068,2505444,737106,4857,2090,1553,3016,554258,8736,26293,11935,116157,91.0,51.90476029832867
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,15164,272830,631613,362798,2830768,1536534,14822,28187,4371,931,698240,36162,56575,24436,300504,89.0,49.271180675840235
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,3423,108101,513960,31065,2082976,364510,3493,900,9753,107,372178,5089,30244,11477,76856,96.0,56.55521849781535
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,7303,268353,683875,224648,2032081,1585210,6184,50624,1736,2134,604085,17110,37341,17143,260312,92.0,57.984236078130444
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,7865,223922,658449,221628,2707195,777407,4088,2765,669,1572,549364,26299,38225,20979,254050,90.0,58.0610664640282
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,3492,99602,344937,50822,1727869,215081,2153,1389,340,100,283240,9071,20762,7313,109887,92.0,60.15119144429719
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,827,41046,207237,23558,955372,34559,693,63,101,285,162755,3009,9437,2805,27006,88.0,53.55005898782935
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,4469,150001,597778,67928,2730957,358539,3626,818,1182,209,463312,6074,36068,13388,122308,102.0,60.47312658782191
